ClimateID,WeatherID,jday,date,hour,srad,wind,RH,rain,tmax,tmin,temperature,CO2
Ashland,AshIrr,1,1/1/2005,15,0.189,17,84.355,0,,,17.77777778,
Ashland,AshDry,1,1/1/2005,15,0.189,17,84.355,0,,,17.77777778,
Ashland,AshIrr,1,1/1/2005,16,0.214,15,84.5,0,,,17.77777778,
Ashland,AshDry,1,1/1/2005,16,0.214,15,84.5,0,,,17.77777778,
Ashland,AshIrr,1,1/1/2005,17,0.086,19,84.81,0,,,17.77777778,
Ashland,AshDry,1,1/1/2005,17,0.086,19,84.81,0,,,17.77777778,
Ashland,AshIrr,1,1/1/2005,18,0.004,14,91,0,,,17.77777778,
Ashland,AshDry,1,1/1/2005,18,0.004,14,91,0,,,17.77777778,
Ashland,AshIrr,1,1/1/2005,19,0,10,91.645,0,,,17.22222222,
Ashland,AshDry,1,1/1/2005,19,0,10,91.645,0,,,17.22222222,
Ashland,AshIrr,1,1/1/2005,20,0,10,91.909,0,,,16.11111111,
Ashland,AshDry,1,1/1/2005,20,0,10,91.909,0,,,16.11111111,
Ashland,AshIrr,1,1/1/2005,21,0,10,91.282,0,,,16.11111111,
Ashland,AshDry,1,1/1/2005,21,0,10,91.282,0,,,16.11111111,
Ashland,AshIrr,1,1/1/2005,22,0,7,91.433,0,,,16.11111111,
Ashland,AshDry,1,1/1/2005,22,0,7,91.433,0,,,16.11111111,
Ashland,AshIrr,1,1/1/2005,23,0,8,90.043,0,,,6.111111111,
Ashland,AshDry,1,1/1/2005,23,0,8,90.043,0,,,6.111111111,
Ashland,AshIrr,1,1/1/2005,24,0,8,90.73,0,,,3.888888889,
Ashland,AshDry,1,1/1/2005,24,0,8,90.73,0,,,3.888888889,
Ashland,AshIrr,2,1/2/2005,1,0,9,95.609,0,,,2.777777778,
Ashland,AshDry,2,1/2/2005,1,0,9,95.609,0,,,2.777777778,
Ashland,AshIrr,2,1/2/2005,2,0,13,95.98,0,,,2.222222222,
Ashland,AshDry,2,1/2/2005,2,0,13,95.98,0,,,2.222222222,
Ashland,AshIrr,2,1/2/2005,3,0,9,95.323,0,,,2.222222222,
Ashland,AshDry,2,1/2/2005,3,0,9,95.323,0,,,2.222222222,
Ashland,AshIrr,2,1/2/2005,4,0,8,96.497,0,,,1.111111111,
Ashland,AshDry,2,1/2/2005,4,0,8,96.497,0,,,1.111111111,
Ashland,AshIrr,2,1/2/2005,5,0,13,96.543,0,,,0,
Ashland,AshDry,2,1/2/2005,5,0,13,96.543,0,,,0,
Ashland,AshIrr,2,1/2/2005,6,0,10,96.1,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,6,0,10,96.1,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,7,0,14,95.616,0,,,-2.222222222,
Ashland,AshDry,2,1/2/2005,7,0,14,95.616,0,,,-2.222222222,
Ashland,AshIrr,2,1/2/2005,8,0.045,10,95.427,0,,,-2.777777778,
Ashland,AshDry,2,1/2/2005,8,0.045,10,95.427,0,,,-2.777777778,
Ashland,AshIrr,2,1/2/2005,9,0.149,16,94.962,0,,,-2.777777778,
Ashland,AshDry,2,1/2/2005,9,0.149,16,94.962,0,,,-2.777777778,
Ashland,AshIrr,2,1/2/2005,10,0.24,13,92.366,0,,,-2.777777778,
Ashland,AshDry,2,1/2/2005,10,0.24,13,92.366,0,,,-2.777777778,
Ashland,AshIrr,2,1/2/2005,11,0.286,10,89.992,0,,,-2.222222222,
Ashland,AshDry,2,1/2/2005,11,0.286,10,89.992,0,,,-2.222222222,
Ashland,AshIrr,2,1/2/2005,12,0.29,10,88.599,0,,,-2.222222222,
Ashland,AshDry,2,1/2/2005,12,0.29,10,88.599,0,,,-2.222222222,
Ashland,AshIrr,2,1/2/2005,13,0.231,11,87.817,0,,,-2.222222222,
Ashland,AshDry,2,1/2/2005,13,0.231,11,87.817,0,,,-2.222222222,
Ashland,AshIrr,2,1/2/2005,14,0.176,10,87.876,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,14,0.176,10,87.876,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,15,0.131,8,87.886,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,15,0.131,8,87.886,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,16,0.052,8,87.265,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,16,0.052,8,87.265,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,17,0.013,10,87.655,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,17,0.013,10,87.655,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,18,0,9,88.242,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,18,0,9,88.242,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,19,0,10,87.539,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,19,0,10,87.539,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,20,0,9,89.853,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,20,0,9,89.853,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,21,0,6,93.154,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,21,0,6,93.154,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,22,0,10,94.869,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,22,0,10,94.869,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,23,0,8,96.976,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,23,0,8,96.976,0,,,-1.111111111,
Ashland,AshIrr,2,1/2/2005,24,0,9,98.736,0,,,-1.111111111,
Ashland,AshDry,2,1/2/2005,24,0,9,98.736,0,,,-1.111111111,
Ashland,AshIrr,3,1/3/2005,1,0,8,99.943,0,,,-1.111111111,
Ashland,AshDry,3,1/3/2005,1,0,8,99.943,0,,,-1.111111111,
Ashland,AshIrr,3,1/3/2005,2,0,9,100,0,,,-1.111111111,
Ashland,AshDry,3,1/3/2005,2,0,9,100,0,,,-1.111111111,
Ashland,AshIrr,3,1/3/2005,3,0,10,100,0,,,-1.111111111,
Ashland,AshDry,3,1/3/2005,3,0,10,100,0,,,-1.111111111,
Ashland,AshIrr,3,1/3/2005,4,0,9,100,0,,,-1.111111111,
Ashland,AshDry,3,1/3/2005,4,0,9,100,0,,,-1.111111111,
Ashland,AshIrr,3,1/3/2005,5,0,7,100,0,,,-1.111111111,
Ashland,AshDry,3,1/3/2005,5,0,7,100,0,,,-1.111111111,
Ashland,AshIrr,3,1/3/2005,6,0,5,100,0,,,0,
Ashland,AshDry,3,1/3/2005,6,0,5,100,0,,,0,
Ashland,AshIrr,3,1/3/2005,7,0,5,100,0,,,0,
Ashland,AshDry,3,1/3/2005,7,0,5,100,0,,,0,
Ashland,AshIrr,3,1/3/2005,8,0.011,0,100,0,,,0,
Ashland,AshDry,3,1/3/2005,8,0.011,0,100,0,,,0,
Ashland,AshIrr,3,1/3/2005,9,0.075,0,100,0,,,0,
Ashland,AshDry,3,1/3/2005,9,0.075,0,100,0,,,0,
Ashland,AshIrr,3,1/3/2005,10,0.153,0,99.867,0,,,0,
Ashland,AshDry,3,1/3/2005,10,0.153,0,99.867,0,,,0,
Ashland,AshIrr,3,1/3/2005,11,0.24,0,99.733,0,,,-1.111111111,
Ashland,AshDry,3,1/3/2005,11,0.24,0,99.733,0,,,-1.111111111,
Ashland,AshIrr,3,1/3/2005,12,0.225,9,99.689,0,,,0,
Ashland,AshDry,3,1/3/2005,12,0.225,9,99.689,0,,,0,
Ashland,AshIrr,3,1/3/2005,13,0.254,10,99.911,0,,,-1.111111111,
Ashland,AshDry,3,1/3/2005,13,0.254,10,99.911,0,,,-1.111111111,
Ashland,AshIrr,3,1/3/2005,14,0.214,8,99.956,0,,,-1.111111111,
Ashland,AshDry,3,1/3/2005,14,0.214,8,99.956,0,,,-1.111111111,
Ashland,AshIrr,3,1/3/2005,15,0.104,6,99.911,0,,,-2.222222222,
Ashland,AshDry,3,1/3/2005,15,0.104,6,99.911,0,,,-2.222222222,
Ashland,AshIrr,3,1/3/2005,16,0.053,7,99.733,0,,,-2.222222222,
Ashland,AshDry,3,1/3/2005,16,0.053,7,99.733,0,,,-2.222222222,
Ashland,AshIrr,3,1/3/2005,17,0.015,6,99.689,0,,,-2.222222222,
Ashland,AshDry,3,1/3/2005,17,0.015,6,99.689,0,,,-2.222222222,
Ashland,AshIrr,3,1/3/2005,18,0.002,7,99.644,0,,,-2.777777778,
Ashland,AshDry,3,1/3/2005,18,0.002,7,99.644,0,,,-2.777777778,
Ashland,AshIrr,3,1/3/2005,19,0,5,99.511,0,,,-2.777777778,
Ashland,AshDry,3,1/3/2005,19,0,5,99.511,0,,,-2.777777778,
Ashland,AshIrr,3,1/3/2005,20,0,6,99.422,0,,,-2.777777778,
Ashland,AshDry,3,1/3/2005,20,0,6,99.422,0,,,-2.777777778,
Ashland,AshIrr,3,1/3/2005,21,0,3,99.333,0,,,-2.777777778,
Ashland,AshDry,3,1/3/2005,21,0,3,99.333,0,,,-2.777777778,
Ashland,AshIrr,3,1/3/2005,22,0,6,99.2,0,,,-2.777777778,
Ashland,AshDry,3,1/3/2005,22,0,6,99.2,0,,,-2.777777778,
Ashland,AshIrr,3,1/3/2005,23,0,0,98.977,0,,,-2.777777778,
Ashland,AshDry,3,1/3/2005,23,0,0,98.977,0,,,-2.777777778,
Ashland,AshIrr,3,1/3/2005,24,0,5,99.111,0,,,-2.777777778,
Ashland,AshDry,3,1/3/2005,24,0,5,99.111,0,,,-2.777777778,
Ashland,AshIrr,4,1/4/2005,1,0,3,98.977,0,,,-2.777777778,
Ashland,AshDry,4,1/4/2005,1,0,3,98.977,0,,,-2.777777778,
Ashland,AshIrr,4,1/4/2005,2,0,3,98.755,0,,,-2.777777778,
Ashland,AshDry,4,1/4/2005,2,0,3,98.755,0,,,-2.777777778,
Ashland,AshIrr,4,1/4/2005,3,0,6,98.844,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,3,0,6,98.844,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,4,0,7,99.022,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,4,0,7,99.022,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,5,0,6,99.022,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,5,0,6,99.022,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,6,0,7,98.889,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,6,0,7,98.889,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,7,0,6,99.022,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,7,0,6,99.022,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,8,0.005,8,99.022,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,8,0.005,8,99.022,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,9,0.03,8,98.933,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,9,0.03,8,98.933,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,10,0.054,11,98.977,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,10,0.054,11,98.977,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,11,0.121,13,98.622,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,11,0.121,13,98.622,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,12,0.115,11,98.844,0,,,-2.777777778,
Ashland,AshDry,4,1/4/2005,12,0.115,11,98.844,0,,,-2.777777778,
Ashland,AshIrr,4,1/4/2005,13,0.055,13,99.022,0,,,-2.777777778,
Ashland,AshDry,4,1/4/2005,13,0.055,13,99.022,0,,,-2.777777778,
Ashland,AshIrr,4,1/4/2005,14,0.053,15,98.889,0,,,-2.777777778,
Ashland,AshDry,4,1/4/2005,14,0.053,15,98.889,0,,,-2.777777778,
Ashland,AshIrr,4,1/4/2005,15,0.033,16,98.889,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,15,0.033,16,98.889,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,16,0.045,9,98.889,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,16,0.045,9,98.889,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,17,0.008,8,99.111,0,,,-2.777777778,
Ashland,AshDry,4,1/4/2005,17,0.008,8,99.111,0,,,-2.777777778,
Ashland,AshIrr,4,1/4/2005,18,0,9,99.142,0,,,-2.777777778,
Ashland,AshDry,4,1/4/2005,18,0,9,99.142,0,,,-2.777777778,
Ashland,AshIrr,4,1/4/2005,19,0,17,98.421,0,,,-2.777777778,
Ashland,AshDry,4,1/4/2005,19,0,17,98.421,0,,,-2.777777778,
Ashland,AshIrr,4,1/4/2005,20,0,16,98.228,0,,,-2.777777778,
Ashland,AshDry,4,1/4/2005,20,0,16,98.228,0,,,-2.777777778,
Ashland,AshIrr,4,1/4/2005,21,0,21,98.399,0,,,-3.888888889,
Ashland,AshDry,4,1/4/2005,21,0,21,98.399,0,,,-3.888888889,
Ashland,AshIrr,4,1/4/2005,22,0,11,98.666,0,,,-5,
Ashland,AshDry,4,1/4/2005,22,0,11,98.666,0,,,-5,
Ashland,AshIrr,4,1/4/2005,23,0,14,98.488,0,,,-6.111111111,
Ashland,AshDry,4,1/4/2005,23,0,14,98.488,0,,,-6.111111111,
Ashland,AshIrr,4,1/4/2005,24,0,19,98.222,0,,,-6.111111111,
Ashland,AshDry,4,1/4/2005,24,0,19,98.222,0,,,-6.111111111,
Ashland,AshIrr,5,1/5/2005,1,0,16,98.133,0,,,-7.222222222,
Ashland,AshDry,5,1/5/2005,1,0,16,98.133,0,,,-7.222222222,
Ashland,AshIrr,5,1/5/2005,2,0,14,98.06,0,,,-7.222222222,
Ashland,AshDry,5,1/5/2005,2,0,14,98.06,0,,,-7.222222222,
Ashland,AshIrr,5,1/5/2005,3,0,9,97.974,0,,,-7.222222222,
Ashland,AshDry,5,1/5/2005,3,0,9,97.974,0,,,-7.222222222,
Ashland,AshIrr,5,1/5/2005,4,0,14,97.344,0,,,-7.777777778,
Ashland,AshDry,5,1/5/2005,4,0,14,97.344,0,,,-7.777777778,
Ashland,AshIrr,5,1/5/2005,5,0,8,97.304,0,,,-7.777777778,
Ashland,AshDry,5,1/5/2005,5,0,8,97.304,0,,,-7.777777778,
Ashland,AshIrr,5,1/5/2005,6,0,15,97.84,0,,,-7.777777778,
Ashland,AshDry,5,1/5/2005,6,0,15,97.84,0,,,-7.777777778,
Ashland,AshIrr,5,1/5/2005,7,0,14,97.462,0,,,-8.888888889,
Ashland,AshDry,5,1/5/2005,7,0,14,97.462,0,,,-8.888888889,
Ashland,AshIrr,5,1/5/2005,8,0.02,11,96.97,0,,,-10,
Ashland,AshDry,5,1/5/2005,8,0.02,11,96.97,0,,,-10,
Ashland,AshIrr,5,1/5/2005,9,0.086,11,96.696,0,,,-11.11111111,
Ashland,AshDry,5,1/5/2005,9,0.086,11,96.696,0,,,-11.11111111,
Ashland,AshIrr,5,1/5/2005,10,0.202,15,96.683,0,,,-11.11111111,
Ashland,AshDry,5,1/5/2005,10,0.202,15,96.683,0,,,-11.11111111,
Ashland,AshIrr,5,1/5/2005,11,0.222,9,95.046,0,,,-11.11111111,
Ashland,AshDry,5,1/5/2005,11,0.222,9,95.046,0,,,-11.11111111,
Ashland,AshIrr,5,1/5/2005,12,0.3,11,94.378,0,,,-10,
Ashland,AshDry,5,1/5/2005,12,0.3,11,94.378,0,,,-10,
Ashland,AshIrr,5,1/5/2005,13,0.238,11,95.593,0,,,-10,
Ashland,AshDry,5,1/5/2005,13,0.238,11,95.593,0,,,-10,
Ashland,AshIrr,5,1/5/2005,14,0.36,7,95.89,0,,,-8.888888889,
Ashland,AshDry,5,1/5/2005,14,0.36,7,95.89,0,,,-8.888888889,
Ashland,AshIrr,5,1/5/2005,15,0.246,9,95.2,0,,,-11.11111111,
Ashland,AshDry,5,1/5/2005,15,0.246,9,95.2,0,,,-11.11111111,
Ashland,AshIrr,5,1/5/2005,16,0.152,8,95.448,0,,,-11.11111111,
Ashland,AshDry,5,1/5/2005,16,0.152,8,95.448,0,,,-11.11111111,
Ashland,AshIrr,5,1/5/2005,17,0.06,8,95.629,0,,,-12.22222222,
Ashland,AshDry,5,1/5/2005,17,0.06,8,95.629,0,,,-12.22222222,
Ashland,AshIrr,5,1/5/2005,18,0.001,6,95.219,0,,,-12.22222222,
Ashland,AshDry,5,1/5/2005,18,0.001,6,95.219,0,,,-12.22222222,
Ashland,AshIrr,5,1/5/2005,19,0,6,94.866,0,,,-12.77777778,
Ashland,AshDry,5,1/5/2005,19,0,6,94.866,0,,,-12.77777778,
Ashland,AshIrr,5,1/5/2005,20,0,8,94.767,0,,,-12.77777778,
Ashland,AshDry,5,1/5/2005,20,0,8,94.767,0,,,-12.77777778,
Ashland,AshIrr,5,1/5/2005,21,0,6,93.928,0,,,-12.77777778,
Ashland,AshDry,5,1/5/2005,21,0,6,93.928,0,,,-12.77777778,
Ashland,AshIrr,5,1/5/2005,22,0,9,93.257,0,,,-13.88888889,
Ashland,AshDry,5,1/5/2005,22,0,9,93.257,0,,,-13.88888889,
Ashland,AshIrr,5,1/5/2005,23,0,5,93.139,0,,,-13.88888889,
Ashland,AshDry,5,1/5/2005,23,0,5,93.139,0,,,-13.88888889,
Ashland,AshIrr,5,1/5/2005,24,0,7,92.789,0,,,-13.88888889,
Ashland,AshDry,5,1/5/2005,24,0,7,92.789,0,,,-13.88888889,
Ashland,AshIrr,6,1/6/2005,1,0,5,92.93,0,,,-16.11111111,
Ashland,AshDry,6,1/6/2005,1,0,5,92.93,0,,,-16.11111111,
Ashland,AshIrr,6,1/6/2005,2,0,6,92.726,0,,,-16.11111111,
Ashland,AshDry,6,1/6/2005,2,0,6,92.726,0,,,-16.11111111,
Ashland,AshIrr,6,1/6/2005,3,0,6,92.627,0,,,-16.11111111,
Ashland,AshDry,6,1/6/2005,3,0,6,92.627,0,,,-16.11111111,
Ashland,AshIrr,6,1/6/2005,4,0,6,92.865,0,,,-17.22222222,
Ashland,AshDry,6,1/6/2005,4,0,6,92.865,0,,,-17.22222222,
Ashland,AshIrr,6,1/6/2005,5,0,0,92.878,0,,,-17.22222222,
Ashland,AshDry,6,1/6/2005,5,0,0,92.878,0,,,-17.22222222,
Ashland,AshIrr,6,1/6/2005,6,0,0,92.815,0,,,-17.22222222,
Ashland,AshDry,6,1/6/2005,6,0,0,92.815,0,,,-17.22222222,
Ashland,AshIrr,6,1/6/2005,7,0,0,92.513,0,,,-17.22222222,
Ashland,AshDry,6,1/6/2005,7,0,0,92.513,0,,,-17.22222222,
Ashland,AshIrr,6,1/6/2005,8,0.08,0,92.52,0,,,-17.77777778,
Ashland,AshDry,6,1/6/2005,8,0.08,0,92.52,0,,,-17.77777778,
Ashland,AshIrr,6,1/6/2005,9,0.744,0,90.504,0,,,-17.22222222,
Ashland,AshDry,6,1/6/2005,9,0.744,0,90.504,0,,,-17.22222222,
Ashland,AshIrr,6,1/6/2005,10,1.143,0,87.472,0,,,-17.22222222,
Ashland,AshDry,6,1/6/2005,10,1.143,0,87.472,0,,,-17.22222222,
Ashland,AshIrr,6,1/6/2005,11,1.405,0,85.393,0,,,-15,
Ashland,AshDry,6,1/6/2005,11,1.405,0,85.393,0,,,-15,
Ashland,AshIrr,6,1/6/2005,12,1.436,5,85.318,0,,,-12.77777778,
Ashland,AshDry,6,1/6/2005,12,1.436,5,85.318,0,,,-12.77777778,
Ashland,AshIrr,6,1/6/2005,13,1.349,8,85.19,0,,,-12.22222222,
Ashland,AshDry,6,1/6/2005,13,1.349,8,85.19,0,,,-12.22222222,
Ashland,AshIrr,6,1/6/2005,14,1.048,9,87.509,0,,,-12.22222222,
Ashland,AshDry,6,1/6/2005,14,1.048,9,87.509,0,,,-12.22222222,
Ashland,AshIrr,6,1/6/2005,15,0.851,5,87.735,0,,,-11.11111111,
Ashland,AshDry,6,1/6/2005,15,0.851,5,87.735,0,,,-11.11111111,
Ashland,AshIrr,6,1/6/2005,16,0.315,7,90.492,0,,,-11.11111111,
Ashland,AshDry,6,1/6/2005,16,0.315,7,90.492,0,,,-11.11111111,
Ashland,AshIrr,6,1/6/2005,17,0.074,7,92.962,0,,,-8.888888889,
Ashland,AshDry,6,1/6/2005,17,0.074,7,92.962,0,,,-8.888888889,
Ashland,AshIrr,6,1/6/2005,18,0.001,6,95.238,0,,,-8.888888889,
Ashland,AshDry,6,1/6/2005,18,0.001,6,95.238,0,,,-8.888888889,
Ashland,AshIrr,6,1/6/2005,19,0,6,96.281,0,,,-8.888888889,
Ashland,AshDry,6,1/6/2005,19,0,6,96.281,0,,,-8.888888889,
Ashland,AshIrr,6,1/6/2005,20,0,0,96.399,0,,,-7.777777778,
Ashland,AshDry,6,1/6/2005,20,0,0,96.399,0,,,-7.777777778,
Ashland,AshIrr,6,1/6/2005,21,0,0,96.532,0,,,-7.777777778,
Ashland,AshDry,6,1/6/2005,21,0,0,96.532,0,,,-7.777777778,
Ashland,AshIrr,6,1/6/2005,22,0,0,96.799,0,,,-8.888888889,
Ashland,AshDry,6,1/6/2005,22,0,0,96.799,0,,,-8.888888889,
Ashland,AshIrr,6,1/6/2005,23,0,0,96.755,0,,,-8.888888889,
Ashland,AshDry,6,1/6/2005,23,0,0,96.755,0,,,-8.888888889,
Ashland,AshIrr,6,1/6/2005,24,0,0,96.888,0,,,-7.777777778,
Ashland,AshDry,6,1/6/2005,24,0,0,96.888,0,,,-7.777777778,
Ashland,AshIrr,7,1/7/2005,1,0,0,96.977,0,,,-7.777777778,
Ashland,AshDry,7,1/7/2005,1,0,0,96.977,0,,,-7.777777778,
Ashland,AshIrr,7,1/7/2005,2,0,0,96.755,0,,,-7.777777778,
Ashland,AshDry,7,1/7/2005,2,0,0,96.755,0,,,-7.777777778,
Ashland,AshIrr,7,1/7/2005,3,0,0,96.443,0,,,-7.777777778,
Ashland,AshDry,7,1/7/2005,3,0,0,96.443,0,,,-7.777777778,
Ashland,AshIrr,7,1/7/2005,4,0,0,96.755,0,,,-7.222222222,
Ashland,AshDry,7,1/7/2005,4,0,0,96.755,0,,,-7.222222222,
Ashland,AshIrr,7,1/7/2005,5,0,0,96.799,0,,,-7.222222222,
Ashland,AshDry,7,1/7/2005,5,0,0,96.799,0,,,-7.222222222,
Ashland,AshIrr,7,1/7/2005,6,0,0,97.066,0,,,-7.222222222,
Ashland,AshDry,7,1/7/2005,6,0,0,97.066,0,,,-7.222222222,
Ashland,AshIrr,7,1/7/2005,7,0,0,97.199,0,,,-7.222222222,
Ashland,AshDry,7,1/7/2005,7,0,0,97.199,0,,,-7.222222222,
Ashland,AshIrr,7,1/7/2005,8,0.026,0,96.932,0,,,-7.222222222,
Ashland,AshDry,7,1/7/2005,8,0.026,0,96.932,0,,,-7.222222222,
Ashland,AshIrr,7,1/7/2005,9,0.175,0,96.443,0,,,-7.222222222,
Ashland,AshDry,7,1/7/2005,9,0.175,0,96.443,0,,,-7.222222222,
Ashland,AshIrr,7,1/7/2005,10,0.392,0,95.554,0,,,-6.111111111,
Ashland,AshDry,7,1/7/2005,10,0.392,0,95.554,0,,,-6.111111111,
Ashland,AshIrr,7,1/7/2005,11,0.608,0,94.932,0,,,-5.555555556,
Ashland,AshDry,7,1/7/2005,11,0.608,0,94.932,0,,,-5.555555556,
Ashland,AshIrr,7,1/7/2005,12,0.811,0,94.265,0,,,-5,
Ashland,AshDry,7,1/7/2005,12,0.811,0,94.265,0,,,-5,
Ashland,AshIrr,7,1/7/2005,13,0.72,0,93.465,0,,,-3.888888889,
Ashland,AshDry,7,1/7/2005,13,0.72,0,93.465,0,,,-3.888888889,
Ashland,AshIrr,7,1/7/2005,14,0.725,0,94.176,0,,,-3.888888889,
Ashland,AshDry,7,1/7/2005,14,0.725,0,94.176,0,,,-3.888888889,
Ashland,AshIrr,7,1/7/2005,15,0.562,0,93.919,0,,,-2.777777778,
Ashland,AshDry,7,1/7/2005,15,0.562,0,93.919,0,,,-2.777777778,
Ashland,AshIrr,7,1/7/2005,16,0.216,0,93.642,0,,,-2.777777778,
Ashland,AshDry,7,1/7/2005,16,0.216,0,93.642,0,,,-2.777777778,
Ashland,AshIrr,7,1/7/2005,17,0.054,0,92.866,0,,,-2.222222222,
Ashland,AshDry,7,1/7/2005,17,0.054,0,92.866,0,,,-2.222222222,
Ashland,AshIrr,7,1/7/2005,18,0.002,0,95.469,0,,,-2.222222222,
Ashland,AshDry,7,1/7/2005,18,0.002,0,95.469,0,,,-2.222222222,
Ashland,AshIrr,7,1/7/2005,19,0,0,95.583,0,,,-2.222222222,
Ashland,AshDry,7,1/7/2005,19,0,0,95.583,0,,,-2.222222222,
Ashland,AshIrr,7,1/7/2005,20,0,0,96.873,0,,,-2.777777778,
Ashland,AshDry,7,1/7/2005,20,0,0,96.873,0,,,-2.777777778,
Ashland,AshIrr,7,1/7/2005,21,0,0,97.989,0,,,-2.777777778,
Ashland,AshDry,7,1/7/2005,21,0,0,97.989,0,,,-2.777777778,
Ashland,AshIrr,7,1/7/2005,22,0,0,97.199,0,,,-3.888888889,
Ashland,AshDry,7,1/7/2005,22,0,0,97.199,0,,,-3.888888889,
